"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 10 11:46:03 CST 2023","Wed May 10 11:46:04 CST 2023","355","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:35:31 CST 2023","Wed May 10 11:35:31 CST 2023","55","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:36:07 CST 2023","Wed May 10 11:36:07 CST 2023","65","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"passed","Wed May 10 11:46:22 CST 2023","Wed May 10 11:46:22 CST 2023","52","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:46:24 CST 2023","Wed May 10 11:46:24 CST 2023","53","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:35:30 CST 2023","Wed May 10 11:35:30 CST 2023","73","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:18:52 CST 2023","Wed May 10 11:18:52 CST 2023","68","api_test.testcase.test_company","test_company_api","TestCompanyApi","","","机构搜索接口",""
"passed","Wed May 10 11:45:33 CST 2023","Wed May 10 11:45:33 CST 2023","52","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:36:17 CST 2023","Wed May 10 11:36:17 CST 2023","60","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:37:11 CST 2023","Wed May 10 11:37:11 CST 2023","49","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:17:58 CST 2023","Wed May 10 11:17:59 CST 2023","1149","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:17:27 CST 2023","Wed May 10 11:17:28 CST 2023","1139","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:36:12 CST 2023","Wed May 10 11:36:12 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:17:09 CST 2023","Wed May 10 11:17:10 CST 2023","1181","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:36:27 CST 2023","Wed May 10 11:36:27 CST 2023","72","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:37:11 CST 2023","Wed May 10 11:37:11 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:46 CST 2023","Wed May 10 11:36:46 CST 2023","60","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:35:27 CST 2023","Wed May 10 11:35:27 CST 2023","55","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:36:07 CST 2023","Wed May 10 11:36:07 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"passed","Wed May 10 11:17:37 CST 2023","Wed May 10 11:17:38 CST 2023","1217","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:36:02 CST 2023","Wed May 10 11:36:02 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"failed","Wed May 10 11:38:37 CST 2023","Wed May 10 11:38:59 CST 2023","22815","api_test.testcase.test_person","test_person","TestDbCheck","","","test_db_company_member_company",""
"passed","Wed May 10 11:43:30 CST 2023","Wed May 10 11:43:34 CST 2023","3555","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:35:45 CST 2023","Wed May 10 11:35:45 CST 2023","250","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:35:35 CST 2023","Wed May 10 11:35:35 CST 2023","277","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:36:05 CST 2023","Wed May 10 11:36:05 CST 2023","60","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"passed","Wed May 10 11:45:46 CST 2023","Wed May 10 11:45:47 CST 2023","383","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:37:08 CST 2023","Wed May 10 11:37:08 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:35:26 CST 2023","Wed May 10 11:35:26 CST 2023","59","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"failed","Wed May 10 11:35:28 CST 2023","Wed May 10 11:35:28 CST 2023","73","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:40:46 CST 2023","Wed May 10 11:40:49 CST 2023","3171","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:37:06 CST 2023","Wed May 10 11:37:06 CST 2023","52","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:17:20 CST 2023","Wed May 10 11:17:21 CST 2023","1158","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:37:14 CST 2023","Wed May 10 11:37:14 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:33 CST 2023","Wed May 10 11:36:34 CST 2023","90","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:36:25 CST 2023","Wed May 10 11:36:25 CST 2023","51","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:37:04 CST 2023","Wed May 10 11:37:04 CST 2023","59","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:46:29 CST 2023","Wed May 10 11:46:29 CST 2023","44","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:36:35 CST 2023","Wed May 10 11:36:35 CST 2023","73","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:45:40 CST 2023","Wed May 10 11:45:41 CST 2023","48","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:45:30 CST 2023","Wed May 10 11:45:30 CST 2023","49","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:45:41 CST 2023","Wed May 10 11:45:42 CST 2023","329","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:36:19 CST 2023","Wed May 10 11:36:19 CST 2023","61","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:46:26 CST 2023","Wed May 10 11:46:26 CST 2023","45","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:36:03 CST 2023","Wed May 10 11:36:03 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"passed","Wed May 10 11:36:34 CST 2023","Wed May 10 11:36:34 CST 2023","88","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:46:21 CST 2023","Wed May 10 11:46:22 CST 2023","51","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:46:24 CST 2023","Wed May 10 11:46:24 CST 2023","55","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:37:06 CST 2023","Wed May 10 11:37:06 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:36:45 CST 2023","Wed May 10 11:36:45 CST 2023","71","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:46:28 CST 2023","Wed May 10 11:46:28 CST 2023","49","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:37:13 CST 2023","Wed May 10 11:37:13 CST 2023","58","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:56 CST 2023","Wed May 10 11:36:56 CST 2023","73","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:45:34 CST 2023","Wed May 10 11:45:34 CST 2023","51","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:37:03 CST 2023","Wed May 10 11:37:03 CST 2023","73","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"failed","Wed May 10 11:44:34 CST 2023","Wed May 10 11:44:38 CST 2023","3386","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"failed","Wed May 10 11:35:27 CST 2023","Wed May 10 11:35:27 CST 2023","73","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:46:23 CST 2023","Wed May 10 11:46:23 CST 2023","53","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:36:41 CST 2023","Wed May 10 11:36:41 CST 2023","69","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:15:30 CST 2023","Wed May 10 11:15:31 CST 2023","1169","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:16:31 CST 2023","Wed May 10 11:16:32 CST 2023","1087","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:36:00 CST 2023","Wed May 10 11:36:00 CST 2023","291","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:35:48 CST 2023","Wed May 10 11:35:49 CST 2023","277","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:36:20 CST 2023","Wed May 10 11:36:20 CST 2023","57","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:36:13 CST 2023","Wed May 10 11:36:13 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:46:24 CST 2023","Wed May 10 11:46:24 CST 2023","58","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:36:36 CST 2023","Wed May 10 11:36:36 CST 2023","399","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:46:32 CST 2023","Wed May 10 11:46:32 CST 2023","48","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:36:04 CST 2023","Wed May 10 11:36:04 CST 2023","61","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"passed","Wed May 10 11:18:30 CST 2023","Wed May 10 11:18:31 CST 2023","1197","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:36:08 CST 2023","Wed May 10 11:36:08 CST 2023","162","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:36:30 CST 2023","Wed May 10 11:36:30 CST 2023","70","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:36:02 CST 2023","Wed May 10 11:36:02 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"passed","Wed May 10 11:36:53 CST 2023","Wed May 10 11:36:53 CST 2023","74","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:36:26 CST 2023","Wed May 10 11:36:26 CST 2023","87","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:35:40 CST 2023","Wed May 10 11:35:40 CST 2023","276","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:46:26 CST 2023","Wed May 10 11:46:26 CST 2023","51","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:40:17 CST 2023","Wed May 10 11:40:21 CST 2023","3255","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:45:33 CST 2023","Wed May 10 11:45:33 CST 2023","51","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:36:20 CST 2023","Wed May 10 11:36:20 CST 2023","54","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:37:12 CST 2023","Wed May 10 11:37:12 CST 2023","44","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:07 CST 2023","Wed May 10 11:36:07 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:36:35 CST 2023","Wed May 10 11:36:35 CST 2023","61","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:46:24 CST 2023","Wed May 10 11:46:24 CST 2023","63","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 10:56:38 CST 2023","Wed May 10 10:56:38 CST 2023","215","api_test.testcase.test_bid","test_bid_api","TestBid","","","采购商供应商基础信息接口",""
"passed","Wed May 10 11:35:33 CST 2023","Wed May 10 11:35:33 CST 2023","326","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:37:10 CST 2023","Wed May 10 11:37:10 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:37:06 CST 2023","Wed May 10 11:37:06 CST 2023","44","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:36:49 CST 2023","Wed May 10 11:36:49 CST 2023","436","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:36:25 CST 2023","Wed May 10 11:36:25 CST 2023","57","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"failed","Wed May 10 11:35:25 CST 2023","Wed May 10 11:35:25 CST 2023","67","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:36:11 CST 2023","Wed May 10 11:36:11 CST 2023","54","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:36:08 CST 2023","Wed May 10 11:36:08 CST 2023","55","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:36:19 CST 2023","Wed May 10 11:36:19 CST 2023","53","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:18:40 CST 2023","Wed May 10 11:18:41 CST 2023","1163","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:35:44 CST 2023","Wed May 10 11:35:45 CST 2023","268","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:36:19 CST 2023","Wed May 10 11:36:19 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:36:17 CST 2023","Wed May 10 11:36:17 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:39:58 CST 2023","Wed May 10 11:40:11 CST 2023","13331","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:36:28 CST 2023","Wed May 10 11:36:28 CST 2023","70","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:36:23 CST 2023","Wed May 10 11:36:23 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:15:52 CST 2023","Wed May 10 11:15:53 CST 2023","1089","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:36:29 CST 2023","Wed May 10 11:36:29 CST 2023","68","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:46:06 CST 2023","Wed May 10 11:46:07 CST 2023","1027","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:18:49 CST 2023","Wed May 10 11:18:50 CST 2023","188","api_test.testcase.test_company","test_company_api","TestCompanyApi","","","企业搜索接口",""
"passed","Wed May 10 11:36:22 CST 2023","Wed May 10 11:36:22 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:43:40 CST 2023","Wed May 10 11:43:43 CST 2023","3092","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:36:11 CST 2023","Wed May 10 11:36:11 CST 2023","44","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"failed","Wed May 10 11:35:18 CST 2023","Wed May 10 11:35:22 CST 2023","4180","api_test.testcase.test_company","test_company_data","TestDbCase","","","相似企业数据不在company表的数据",""
"passed","Wed May 10 11:15:20 CST 2023","Wed May 10 11:15:21 CST 2023","1166","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:13:53 CST 2023","Wed May 10 11:14:28 CST 2023","34647","api_test.testcase.test_bid_project","test_bid","Test_Bid_DbCheck","","","test_db_bid_invite_company_contact",""
"broken","Wed May 10 11:36:47 CST 2023","Wed May 10 11:36:47 CST 2023","53","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:36:09 CST 2023","Wed May 10 11:36:09 CST 2023","49","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:46:29 CST 2023","Wed May 10 11:46:29 CST 2023","47","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:36:18 CST 2023","Wed May 10 11:36:18 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:36:22 CST 2023","Wed May 10 11:36:22 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:46:31 CST 2023","Wed May 10 11:46:31 CST 2023","47","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:46:24 CST 2023","Wed May 10 11:46:24 CST 2023","55","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:35:41 CST 2023","Wed May 10 11:35:41 CST 2023","311","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:46:28 CST 2023","Wed May 10 11:46:28 CST 2023","45","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"failed","Wed May 10 11:35:36 CST 2023","Wed May 10 11:35:36 CST 2023","211","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:36:35 CST 2023","Wed May 10 11:36:35 CST 2023","97","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:36:15 CST 2023","Wed May 10 11:36:15 CST 2023","58","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:37:11 CST 2023","Wed May 10 11:37:11 CST 2023","51","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:37:12 CST 2023","Wed May 10 11:37:12 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:45 CST 2023","Wed May 10 11:36:46 CST 2023","415","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:36:19 CST 2023","Wed May 10 11:36:19 CST 2023","54","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:45:33 CST 2023","Wed May 10 11:45:33 CST 2023","57","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:37:06 CST 2023","Wed May 10 11:37:06 CST 2023","43","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:36:15 CST 2023","Wed May 10 11:36:15 CST 2023","54","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:36:23 CST 2023","Wed May 10 11:36:23 CST 2023","53","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:37:10 CST 2023","Wed May 10 11:37:10 CST 2023","44","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:16:52 CST 2023","Wed May 10 11:16:54 CST 2023","1162","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:36:11 CST 2023","Wed May 10 11:36:11 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:46:11 CST 2023","Wed May 10 11:46:11 CST 2023","109","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:46:32 CST 2023","Wed May 10 11:46:32 CST 2023","49","api_test.testcase.test_person","test_person_api","TestPerson","","","人物基础信息接口",""
"passed","Wed May 10 11:46:33 CST 2023","Wed May 10 11:46:33 CST 2023","712","api_test.testcase.test_person","test_person_api","TestPerson","","","私域人脉创建&全量修改接口",""
"passed","Wed May 10 11:37:12 CST 2023","Wed May 10 11:37:12 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:17 CST 2023","Wed May 10 11:36:18 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:46:31 CST 2023","Wed May 10 11:46:31 CST 2023","48","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:46:30 CST 2023","Wed May 10 11:46:31 CST 2023","49","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:46:06 CST 2023","Wed May 10 11:46:06 CST 2023","55","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"failed","Wed May 10 11:37:16 CST 2023","Wed May 10 11:37:21 CST 2023","5591","api_test.testcase.test_person","test_person","TestDbCheck","","","test_db_person_name_length",""
"passed","Wed May 10 11:45:43 CST 2023","Wed May 10 11:45:44 CST 2023","386","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
